Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek
1560.0,740.0,257.0,DL,SEA,CVG,3
5256.0,891.0,78.0,EV,ATL,VPS,7
3836.0,575.0,120.0,MQ,ORD,PHL,5
5150.0,605.0,109.0,EV,XNA,ATL,3
178.0,690.0,70.0,WN,GEG,PDX,1
6319.0,885.0,62.0,OO,IAD,PIT,6
3915.0,675.0,115.0,MQ,TUL,ORD,6
3655.0,545.0,130.0,9E,MSP,TUL,5
1861.0,980.0,153.0,CO,PHX,IAH,4
564.0,905.0,205.0,AA,SFO,DFW,1
2694.0,750.0,125.0,DL,ATL,PHL,2
6665.0,1101.0,171.0,OO,DEN,EUG,3
2028.0,571.0,59.0,XE,SAT,IAH,1
1099.0,1080.0,55.0,WN,STL,SDF,2
359.0,1055.0,65.0,WN,LAS,SNA,5
1429.0,423.0,357.0,DL,JFK,LAS,7
2917.0,1225.0,284.0,DL,CVG,SAN,3
1592.0,935.0,60.0,WN,FLL,MCO,2
7009.0,872.0,156.0,OO,HPN,ORD,2
6464.0,769.0,95.0,OO,SFO,RDM,4
710.0,555.0,200.0,AA,DFW,LGA,6
6825.0,1054.0,98.0,OO,ORD,LNK,1
848.0,762.0,144.0,UA,DEN,IAH,2
6876.0,507.0,172.0,OO,DEN,PDX,3
2427.0,860.0,90.0,XE,IAH,LBB,3
550.0,925.0,121.0,FL,ATL,BUF,7
1163.0,520.0,70.0,WN,SNA,LAS,1
1602.0,360.0,100.0,AA,ELP,DFW,5
324.0,390.0,135.0,WN,GEG,DEN,5
4810.0,750.0,110.0,OO,TUS,SLC,1
7052.0,502.0,128.0,OO,DEN,BOI,4
792.0,635.0,110.0,WN,JAX,BWI,5
590.0,370.0,112.0,US,OAK,PHX,1
4145.0,725.0,110.0,MQ,CMH,JFK,7
39.0,525.0,355.0,HA,PDX,OGG,1
1137.0,960.0,244.0,CO,EWR,DFW,5
880.0,650.0,110.0,WN,LAX,SLC,6
125.0,952.0,85.0,FL,ATL,TPA,1
8.0,1375.0,345.0,HA,HNL,LAS,5
1603.0,1320.0,286.0,DL,ATL,LAS,7
1202.0,835.0,168.0,B6,MCO,BOS,1
607.0,515.0,129.0,UA,DCA,ORD,1
1140.0,1130.0,94.0,DL,ATL,IND,4
4343.0,405.0,85.0,MQ,ORD,DTW,5
1816.0,633.0,172.0,DL,DEN,ATL,6
1184.0,646.0,262.0,DL,ATL,SLC,4
3138.0,615.0,59.0,XE,IAH,SAT,5
1552.0,885.0,120.0,CO,EWR,CLT,2
184.0,755.0,319.0,B6,SAN,JFK,4
455.0,682.0,203.0,B6,BOS,FLL,3
1442.0,565.0,160.0,WN,LAS,OMA,6
495.0,435.0,280.0,B6,BOS,DEN,5
1498.0,1250.0,70.0,WN,RNO,LAS,1
2725.0,760.0,80.0,WN,LAS,SLC,1
4768.0,1010.0,113.0,OO,SLC,GEG,3
1373.0,390.0,82.0,DL,BOS,LGA,3
1154.0,965.0,146.0,FL,IND,RSW,4
1618.0,845.0,100.0,WN,DAL,STL,2
1492.0,790.0,121.0,US,MIA,CLT,3
436.0,1015.0,155.0,AA,DFW,FLL,6
4382.0,360.0,79.0,MQ,BOS,JFK,1
3252.0,910.0,110.0,MQ,MOB,DFW,5
539.0,925.0,180.0,AA,MCO,DFW,6
205.0,500.0,107.0,UA,BOS,IAD,2
1003.0,632.0,32.0,YV,OGG,HNL,2
868.0,1030.0,129.0,US,JAX,PHL,5
4225.0,800.0,65.0,MQ,GRB,ORD,4
5551.0,465.0,79.0,EV,VPS,ATL,2
350.0,735.0,145.0,WN,MCO,ISP,3
3610.0,785.0,110.0,MQ,BHM,MIA,1
1217.0,890.0,120.0,WN,HOU,TPA,3
1241.0,610.0,125.0,AA,DFW,DEN,1
527.0,785.0,308.0,CO,SAN,EWR,3
128.0,1180.0,196.0,US,PHX,MKE,5
680.0,1196.0,177.0,FL,MCO,MKE,6
5419.0,360.0,150.0,EV,OKC,DTW,3
7096.0,1284.0,89.0,EV,ORD,BUF,2
1509.0,1070.0,160.0,WN,MCI,MCO,4
1966.0,765.0,90.0,DL,ATL,CMH,5
2630.0,420.0,168.0,DL,MSP,BOS,3
3312.0,575.0,85.0,WN,MCI,MKE,1
7215.0,1200.0,67.0,YV,ORD,DAY,4
804.0,1170.0,90.0,FL,BOS,BWI,3
1777.0,479.0,180.0,AA,JFK,MCO,5
6814.0,823.0,55.0,OO,MLI,ORD,3
77.0,540.0,108.0,FL,ATL,FLL,5
236.0,922.0,105.0,FL,RIC,ATL,7
2733.0,950.0,66.0,YV,PHX,PSP,7
108.0,930.0,93.0,DL,MCO,ATL,5
1790.0,710.0,125.0,WN,ECP,BWI,6
509.0,840.0,170.0,AS,SNA,SEA,7
6462.0,910.0,102.0,OH,JFK,BOS,4
1558.0,1075.0,170.0,CO,IAH,DCA,2
530.0,765.0,155.0,F9,MDW,DEN,4
3110.0,727.0,90.0,XE,CLE,CLT,5
5941.0,627.0,96.0,XE,LNK,ORD,7
511.0,1255.0,73.0,CO,IAH,MFE,2
1897.0,1040.0,255.0,AA,EWR,DFW,2
6469.0,650.0,79.0,OH,ATL,GSO,3
2689.0,1074.0,93.0,YV,CLT,SDF,4
2128.0,825.0,160.0,DL,MCO,DTW,5
1174.0,830.0,255.0,AA,SJC,ORD,7
59.0,360.0,169.0,UA,DEN,SFO,1
466.0,1280.0,102.0,FL,ATL,BWI,3
4137.0,895.0,125.0,MQ,ORD,BDL,2
1240.0,1218.0,82.0,DL,ATL,SDF,1
6967.0,1140.0,57.0,OO,ACV,SMF,4
1334.0,880.0,245.0,AA,SJU,BOS,7
7238.0,390.0,156.0,YV,BTV,ORD,7
7068.0,1178.0,72.0,EV,CMH,IAD,2
1976.0,1175.0,120.0,AA,DFW,IND,3
5582.0,788.0,75.0,EV,MOB,ATL,7
2291.0,450.0,87.0,DL,ATL,TPA,3
247.0,1060.0,118.0,UA,LAS,DEN,3
6829.0,563.0,95.0,OO,SFO,RDM,3
353.0,760.0,76.0,US,SNA,PHX,3
1255.0,1130.0,124.0,DL,ORF,ATL,5
4303.0,905.0,130.0,MQ,OKC,ORD,4
3101.0,560.0,160.0,WN,PHL,STL,6
1.0,480.0,355.0,AS,DCA,SEA,4
46.0,735.0,178.0,DL,BOS,ATL,1
2592.0,450.0,125.0,WN,MDW,PHL,6
1022.0,1140.0,122.0,DL,ATL,DTW,6
2652.0,914.0,106.0,YV,CLT,EWR,6
1406.0,540.0,170.0,CO,FLL,IAH,3
1467.0,550.0,105.0,AA,DFW,ELP,1
888.0,430.0,75.0,WN,BUR,OAK,4
1028.0,1040.0,120.0,AA,DEN,DFW,4
5983.0,596.0,99.0,XE,BNA,ORD,5
3975.0,660.0,105.0,MQ,ORD,XNA,3
776.0,1040.0,70.0,WN,OMA,STL,5
995.0,465.0,133.0,FL,MKE,BOS,1
2793.0,465.0,150.0,MQ,FSD,DFW,2
501.0,375.0,110.0,WN,BOI,DEN,5
868.0,1040.0,131.0,US,JAX,PHL,7
475.0,361.0,133.0,UA,CLT,ORD,7
472.0,665.0,90.0,US,PHX,BUR,4
474.0,560.0,105.0,AA,ABQ,DFW,5
6557.0,707.0,48.0,OO,SEA,PDX,1
2840.0,830.0,80.0,DL,LAS,SLC,1
6466.0,585.0,122.0,OH,CVG,LGA,5
3673.0,615.0,80.0,9E,GRB,DTW,7
2988.0,1130.0,130.0,MQ,DFW,AGS,5
6226.0,921.0,42.0,OO,ORD,MKE,2
1760.0,580.0,120.0,DL,ATL,MDW,7
731.0,615.0,255.0,AA,LGA,DFW,3
6854.0,562.0,78.0,OO,SFO,ACV,2
1156.0,985.0,150.0,FL,RSW,IND,6
7265.0,1185.0,145.0,YV,PHL,ORD,2
3763.0,1090.0,65.0,WN,GEG,SEA,4
4321.0,865.0,135.0,MQ,ORD,OKC,5
4234.0,530.0,79.0,9E,MDW,DTW,3
532.0,800.0,205.0,CO,IAH,LGA,5
343.0,710.0,37.0,HA,HNL,LIH,6
1886.0,640.0,136.0,DL,ATL,LGA,5
2980.0,810.0,118.0,XE,IAH,TYS,1
6471.0,360.0,121.0,OO,ABQ,LAX,2
2029.0,600.0,91.0,US,BOS,DCA,5
314.0,944.0,70.0,FL,ATL,CLT,3
2440.0,860.0,127.0,DL,TPA,DCA,7
1733.0,825.0,86.0,US,DCA,CLT,6
1423.0,904.0,136.0,FL,TPA,IND,7
4246.0,608.0,80.0,9E,IND,DTW,3
758.0,508.0,152.0,UA,SFO,DEN,4
6409.0,1235.0,71.0,OH,CVG,GRR,3
2095.0,600.0,110.0,WN,PHX,DEN,4
154.0,1330.0,290.0,US,SAN,PHL,3
2764.0,1015.0,130.0,MQ,MGM,DFW,3
2978.0,750.0,90.0,MQ,JAN,DFW,3
1283.0,1040.0,116.0,DL,ATL,MDW,5
707.0,366.0,164.0,UA,ORD,DEN,5
371.0,1000.0,142.0,F9,DEN,LAX,5
2770.0,965.0,129.0,DL,MEM,MSP,7
2829.0,1186.0,46.0,YV,PHX,TUS,1
549.0,1095.0,300.0,WN,BOS,DEN,5
1717.0,1260.0,208.0,CO,IAH,SAN,4
371.0,420.0,115.0,AS,SMF,SEA,3
6444.0,750.0,110.0,OH,AVL,DTW,7
540.0,710.0,168.0,B6,PBI,EWR,5
3806.0,945.0,101.0,9E,DTW,CID,3
3399.0,790.0,125.0,MQ,DFW,LEX,6
6604.0,611.0,174.0,OO,DEN,ATL,5
184.0,550.0,335.0,UA,SFO,PHL,7
2159.0,1105.0,65.0,WN,BWI,BDL,5
542.0,580.0,196.0,CO,IAH,SLC,2
4442.0,1155.0,90.0,OO,DEN,SLC,4
2986.0,1300.0,133.0,DL,ATL,LGA,6
2786.0,1180.0,142.0,DL,ATL,LGA,4
6274.0,575.0,123.0,OH,IND,MSP,2
1988.0,750.0,195.0,DL,LAS,MEM,6
1789.0,680.0,292.0,US,CLT,LAS,5
359.0,360.0,160.0,FL,LGA,ATL,5
1195.0,1080.0,210.0,AA,RIC,DFW,3
6526.0,475.0,78.0,OO,LAX,PHX,6
3504.0,425.0,50.0,WN,PBI,TPA,2
794.0,850.0,95.0,UA,ORD,BUF,5
2491.0,734.0,111.0,DL,RIC,ATL,2
2708.0,985.0,335.0,WN,BWI,LAS,5
4101.0,779.0,101.0,9E,FNT,MSP,1
61.0,1005.0,170.0,DL,JFK,ATL,3
4883.0,1139.0,169.0,OO,AUS,SLC,5
406.0,983.0,215.0,UA,DEN,LGA,3
934.0,420.0,341.0,UA,HNL,LAX,1
634.0,365.0,125.0,UA,ORD,EWR,3
491.0,491.0,128.0,UA,DEN,PHX,1
2810.0,605.0,120.0,WN,SMF,SEA,7
1430.0,1035.0,79.0,US,JAX,CLT,5
2804.0,545.0,70.0,MQ,TUL,DFW,3
570.0,786.0,83.0,UA,ORD,CLE,3
2122.0,455.0,127.0,DL,DTW,BOS,6
67.0,1210.0,108.0,AS,JNU,ANC,5
1300.0,870.0,85.0,WN,ELP,AUS,6
1712.0,785.0,74.0,US,CLT,DCA,2
6656.0,610.0,150.0,OO,DEN,BNA,1
5078.0,395.0,75.0,EV,BTR,MEM,5
2238.0,800.0,97.0,DL,ATL,DCA,4
5527.0,915.0,70.0,EV,ATL,BQK,4
2178.0,420.0,122.0,DL,DTW,CLT,4
206.0,1176.0,112.0,FL,CAK,ATL,4
3028.0,1065.0,60.0,MQ,LAX,FAT,6
625.0,670.0,279.0,US,PIT,PHX,6
102.0,1155.0,144.0,UA,ORD,JAX,4
2332.0,1170.0,127.0,XE,EWR,GSP,2
3313.0,860.0,155.0,MQ,MSN,DFW,4
4203.0,405.0,75.0,MQ,ORD,CMH,1
406.0,685.0,270.0,WN,PHX,PHL,5
521.0,420.0,170.0,B6,EWR,MCO,5
844.0,719.0,131.0,UA,SEA,SFO,4
3026.0,947.0,118.0,XE,IAH,MCI,7
575.0,660.0,70.0,WN,MCI,OKC,5
829.0,415.0,90.0,US,BWI,CLT,7
1612.0,815.0,122.0,DL,ATL,ORD,4
6344.0,1165.0,140.0,OH,CVG,MSP,4
155.0,519.0,34.0,HA,OGG,HNL,2
6226.0,637.0,105.0,OO,XNA,ORD,2
410.0,605.0,163.0,UA,DEN,CMH,3
7761.0,1005.0,69.0,OO,SLC,EKO,2
1034.0,555.0,60.0,WN,TUL,DAL,6
51.0,1225.0,50.0,WN,HOU,CRP,3
4167.0,1180.0,75.0,MQ,ORD,CMH,4
33.0,885.0,65.0,CO,IAH,MSY,4
5125.0,499.0,86.0,EV,BTR,ATL,3
117.0,523.0,42.0,HA,KOA,HNL,7
620.0,965.0,111.0,UA,ORD,DCA,5
938.0,750.0,135.0,WN,MCO,CMH,4
433.0,670.0,191.0,B6,BOS,MCO,2
3823.0,479.0,145.0,9E,DCA,STL,4
343.0,710.0,37.0,HA,HNL,LIH,3
3710.0,1055.0,105.0,MQ,ORD,XNA,5
604.0,1113.0,137.0,FL,RSW,BWI,7
1646.0,60.0,202.0,DL,PHX,ATL,1
6540.0,1151.0,91.0,OO,OMA,ORD,1
1254.0,390.0,115.0,WN,TUS,DEN,3
681.0,780.0,157.0,UA,LGA,ORD,2
660.0,770.0,100.0,WN,PHX,SLC,5
693.0,800.0,134.0,B6,DCA,MCO,3
5099.0,823.0,80.0,EV,GPT,ATL,2
2260.0,925.0,129.0,XE,EWR,CVG,7
757.0,755.0,135.0,WN,ELP,LAX,2
685.0,550.0,115.0,US,SFO,PHX,3
734.0,825.0,249.0,B6,SJU,BOS,1
2343.0,420.0,145.0,WN,SEA,LAS,5
3127.0,1100.0,100.0,XE,IAH,LBB,1
2653.0,695.0,181.0,DL,LGA,TPA,4
1836.0,1015.0,254.0,DL,ATL,SLC,6
759.0,1185.0,205.0,AA,DFW,LAX,3
889.0,480.0,96.0,UA,LAX,SFO,2
374.0,515.0,144.0,US,DFW,CLT,5
2486.0,625.0,62.0,XE,IND,CLE,7
4327.0,410.0,105.0,9E,FNT,MSP,1
1058.0,625.0,79.0,B6,PIT,JFK,3
385.0,420.0,215.0,AA,BWI,DFW,1
1026.0,732.0,125.0,DL,DTW,ATL,4
1303.0,1225.0,90.0,WN,MDW,OMA,5
1888.0,410.0,125.0,AA,DFW,JAX,3
6320.0,465.0,54.0,OH,HTS,CVG,6
438.0,725.0,85.0,WN,DTW,BWI,7
1174.0,645.0,132.0,DL,ATL,BUF,5
126.0,1385.0,239.0,UA,LAX,ORD,7
1793.0,765.0,55.0,WN,LAS,ONT,6
487.0,848.0,140.0,FL,BWI,MCO,5
127.0,1125.0,370.0,AA,JFK,SAN,1
798.0,1155.0,83.0,UA,LAX,SFO,7
6647.0,420.0,55.0,OO,ASE,DEN,3
414.0,907.0,135.0,F9,LAX,DEN,7
168.0,625.0,43.0,HA,HNL,KOA,5
5474.0,895.0,84.0,EV,ATL,EVV,2
559.0,587.0,225.0,DL,ATL,SJU,3
6412.0,1002.0,98.0,OH,STL,MSP,1
1099.0,645.0,200.0,WN,OAK,MCI,3
500.0,530.0,180.0,WN,SAN,HOU,3
4373.0,605.0,134.0,9E,DTW,SAV,4
1537.0,575.0,140.0,WN,GEG,LAS,4
388.0,433.0,252.0,UA,TPA,DEN,7
600.0,570.0,81.0,B6,JFK,PWM,2
1856.0,995.0,188.0,DL,MIA,JFK,3
3951.0,1008.0,122.0,9E,MKE,MEM,6
6603.0,571.0,112.0,OO,SFO,PSC,5
6642.0,360.0,69.0,OO,RNO,SFO,5
254.0,1045.0,144.0,UA,DEN,ORD,2
439.0,1095.0,121.0,FL,MKE,ATL,7
6379.0,467.0,54.0,OO,LAX,SBP,7
5183.0,1008.0,61.0,EV,ATL,TRI,5
39.0,495.0,345.0,AA,SFO,HNL,4
1208.0,505.0,170.0,AA,TPA,ORD,5
534.0,1110.0,160.0,B6,TPA,EWR,6
172.0,511.0,338.0,UA,SFO,BOS,4
5930.0,1053.0,81.0,XE,DSM,ORD,4
4623.0,1035.0,74.0,OO,SLC,BOI,7
6240.0,330.0,112.0,OO,BOI,SFO,6
491.0,635.0,60.0,AA,OKC,DFW,5
535.0,1067.0,307.0,CO,CLE,LAX,6
531.0,1035.0,162.0,AS,ONT,SEA,3
58.0,444.0,121.0,UA,ROC,ORD,2
4145.0,813.0,62.0,9E,FWA,DTW,3
366.0,810.0,247.0,CO,SEA,IAH,4
3814.0,790.0,50.0,WN,MCO,RSW,7
775.0,745.0,150.0,AA,MIA,STT,3
4246.0,1050.0,75.0,MQ,IND,ORD,3
2352.0,656.0,140.0,XE,OMA,IAH,5
663.0,1044.0,246.0,UA,DCA,DEN,4
278.0,855.0,80.0,WN,LAS,RNO,6
3612.0,370.0,115.0,MQ,BHM,MIA,3
843.0,857.0,243.0,UA,LAX,ORD,1
2979.0,768.0,122.0,XE,MCI,IAH,6
6377.0,765.0,55.0,OO,CPR,DEN,7
2158.0,523.0,97.0,XE,CMH,EWR,1
2556.0,790.0,166.0,DL,MSP,EWR,4
6280.0,680.0,71.0,OH,CVG,PIT,1
79.0,1320.0,165.0,B6,JFK,MCO,6
620.0,1158.0,56.0,CO,AUS,IAH,3
5034.0,695.0,80.0,EV,VLD,ATL,4
690.0,720.0,60.0,AS,SEA,GEG,2
425.0,780.0,145.0,WN,SAT,MCO,2
555.0,1235.0,33.0,HA,OGG,HNL,3
3971.0,915.0,148.0,9E,ATL,ICT,6
8.0,1099.0,77.0,CO,EWR,BOS,7
28.0,630.0,115.0,WN,ECP,HOU,1
465.0,920.0,165.0,AS,LAX,SEA,6
2717.0,798.0,94.0,XE,TUL,IAH,2
6367.0,1264.0,43.0,OO,SMF,SFO,5
5993.0,653.0,82.0,XE,SDF,ORD,3
1018.0,585.0,230.0,US,PHL,STT,6
1559.0,570.0,74.0,US,PIT,PHL,3
1994.0,485.0,281.0,DL,PHX,JFK,4
559.0,1085.0,155.0,AA,ATL,DFW,5
3483.0,1190.0,65.0,WN,LAS,BUR,2
4859.0,1100.0,104.0,OO,XNA,MSP,4
2012.0,1195.0,135.0,WN,HOU,FLL,3
451.0,500.0,135.0,AA,RDU,ORD,5
959.0,1329.0,115.0,US,CLT,FLL,5
2705.0,1105.0,62.0,YV,CLT,MYR,4
1483.0,508.0,92.0,DL,SLC,LAS,1
1855.0,505.0,170.0,AA,LGA,STL,3
5496.0,898.0,94.0,EV,ATL,CHO,3
2496.0,990.0,125.0,XE,IAH,SDF,1
6760.0,765.0,110.0,OO,BOI,DEN,4
2396.0,665.0,120.0,WN,MCO,JAN,5
140.0,540.0,113.0,FL,ATL,DTW,1
7040.0,556.0,79.0,OO,SFO,ACV,4
2440.0,770.0,124.0,DL,TPA,DCA,2
112.0,365.0,139.0,UA,ONT,DEN,3
1444.0,645.0,83.0,US,JAX,CLT,4
2422.0,785.0,231.0,DL,MIA,MSP,5
5129.0,455.0,108.0,EV,BOS,DCA,1
1216.0,835.0,78.0,B6,BUF,BOS,4
1151.0,1045.0,95.0,AA,MSP,ORD,1
7780.0,410.0,64.0,OO,SUN,SLC,3
2405.0,858.0,121.0,XE,IAH,LEX,6
1760.0,1080.0,75.0,WN,STL,CMH,5
725.0,585.0,238.0,UA,ORD,PHX,6
4085.0,755.0,140.0,MQ,ABE,ORD,4
1096.0,880.0,170.0,WN,LAS,MCI,2
3668.0,875.0,125.0,MQ,TYS,MIA,6
496.0,695.0,180.0,CO,LAS,IAH,5
5201.0,370.0,90.0,EV,LEX,ATL,1
647.0,675.0,78.0,US,PHX,ONT,4
6304.0,1031.0,92.0,OO,BIL,DEN,4
402.0,879.0,189.0,B6,MSY,BOS,2
170.0,1060.0,89.0,UA,LAX,SFO,3
1829.0,515.0,190.0,DL,DTW,MIA,1
118.0,830.0,180.0,CO,EWR,TPA,3
942.0,725.0,150.0,WN,PDX,PHX,3
3927.0,1165.0,104.0,9E,MEM,DSM,3
4350.0,1245.0,50.0,MQ,ORD,AZO,3
2253.0,1055.0,223.0,DL,MSP,SEA,5
2179.0,1198.0,109.0,DL,SLC,SMF,5
2882.0,1050.0,105.0,XE,IAH,BNA,6
1149.0,425.0,70.0,WN,SMF,BUR,7
1901.0,575.0,115.0,AA,STL,DFW,2
2782.0,385.0,160.0,MQ,LEX,DFW,4
866.0,1430.0,237.0,CO,SEA,IAH,2
2655.0,1100.0,90.0,DL,ATL,MEM,3
167.0,600.0,85.0,WN,OAK,LAS,1
5447.0,815.0,97.0,EV,ATL,BTR,1
680.0,725.0,132.0,UA,ORD,LGA,4
1493.0,719.0,155.0,CO,MCO,EWR,1
2630.0,630.0,70.0,WN,DTW,MDW,1
520.0,485.0,145.0,B6,MCO,EWR,7
125.0,1430.0,362.0,US,HNL,PHX,5
559.0,587.0,225.0,DL,ATL,SJU,7
2812.0,813.0,95.0,XE,AMA,IAH,7
2644.0,1225.0,63.0,YV,CLT,MYR,5
6304.0,855.0,88.0,OH,DTW,SYR,7
1986.0,700.0,135.0,DL,ATL,LGA,1
337.0,900.0,120.0,CO,CLT,EWR,4
324.0,552.0,288.0,UA,LAX,IAD,7
370.0,1205.0,85.0,WN,PHL,BOS,1
4314.0,740.0,90.0,MQ,PIT,JFK,2
3142.0,760.0,65.0,WN,DAL,SAT,1
4044.0,1065.0,117.0,9E,JAX,MEM,6
2194.0,655.0,131.0,DL,ATL,PHL,1
1159.0,515.0,147.0,US,DCA,MCO,7
656.0,1275.0,160.0,AA,DFW,BWI,1
4591.0,660.0,180.0,MQ,LGA,MSP,7
6258.0,541.0,94.0,OO,SFO,LAS,7
401.0,1070.0,152.0,CO,IND,IAH,1
6481.0,1025.0,66.0,OH,BNA,MEM,5
230.0,653.0,105.0,FL,RIC,ATL,3
400.0,655.0,205.0,AA,DFW,JFK,7
1288.0,1226.0,75.0,DL,ATL,CHS,2
6838.0,983.0,81.0,OO,SFO,SBA,4
2102.0,760.0,290.0,WN,PHX,PVD,2
1181.0,795.0,120.0,WN,HOU,ELP,2
323.0,840.0,185.0,WN,AUS,LAS,6
6929.0,1173.0,64.0,OO,DEN,DRO,2
741.0,740.0,245.0,AA,LGA,DFW,3
46.0,1240.0,68.0,AS,BET,ANC,2
466.0,810.0,155.0,AS,SEA,LAX,1
578.0,515.0,210.0,AA,SJC,DFW,2
1511.0,680.0,124.0,US,LGA,CLT,3
3661.0,335.0,76.0,9E,CAK,DTW,3
586.0,440.0,129.0,CO,IAH,MCO,2
5146.0,1125.0,55.0,EV,ATL,MGM,6
891.0,390.0,388.0,UA,JFK,LAX,5
342.0,750.0,195.0,AA,DFW,BDL,4
1308.0,930.0,115.0,WN,HOU,STL,1
4226.0,1040.0,60.0,MQ,DBQ,ORD,5
511.0,1270.0,174.0,F9,DEN,SEA,6
4538.0,855.0,172.0,OO,SLC,DFW,4
115.0,1160.0,126.0,F9,MSP,DEN,1
392.0,1141.0,51.0,HA,HNL,ITO,1
4212.0,620.0,99.0,9E,DTW,TYS,5
1347.0,750.0,345.0,WN,PHL,PHX,5
2776.0,750.0,155.0,WN,MCO,STL,6
6814.0,944.0,123.0,OO,PSP,DEN,3
5240.0,650.0,147.0,EV,ATL,ICT,4
3915.0,680.0,95.0,9E,BTV,JFK,2
1631.0,1070.0,169.0,CO,PBI,IAH,7
4620.0,1040.0,81.0,OO,HLN,SLC,7
99.0,1140.0,204.0,DL,JFK,FLL,3
516.0,660.0,142.0,F9,PDX,DEN,6
4278.0,965.0,120.0,9E,AMA,MEM,5
1436.0,550.0,75.0,AA,IAH,DFW,5
572.0,470.0,82.0,F9,SLC,DEN,2
959.0,1329.0,115.0,US,CLT,FLL,4
1377.0,1265.0,260.0,AA,ORD,SEA,3
4945.0,500.0,60.0,EV,ATL,MGM,4
3808.0,395.0,87.0,9E,BMI,DTW,7
188.0,975.0,315.0,WN,FLL,PHX,4
1088.0,1210.0,60.0,WN,SJC,BUR,7
2981.0,845.0,125.0,MQ,DFW,FSD,5
217.0,930.0,173.0,CO,MSY,EWR,4
967.0,485.0,130.0,WN,FLL,MSY,1
5295.0,1075.0,74.0,EV,VLD,ATL,4
6701.0,380.0,128.0,OO,FAR,DEN,2
6828.0,704.0,62.0,OO,DRO,DEN,6
5229.0,980.0,99.0,EV,IAH,MEM,4
302.0,1095.0,366.0,CO,EWR,LAX,5
4044.0,1070.0,115.0,MQ,XNA,ORD,3
1298.0,1312.0,308.0,DL,KOA,LAX,5
1546.0,1100.0,60.0,WN,RDU,BWI,1
2061.0,390.0,150.0,DL,PHL,ATL,1
154.0,885.0,184.0,DL,FLL,JFK,3
912.0,1200.0,83.0,US,CLT,BWI,1
6737.0,1302.0,148.0,OO,DEN,FAT,4
612.0,685.0,125.0,B6,JAX,JFK,6
1.0,650.0,310.0,DL,LAS,JFK,4
1864.0,430.0,235.0,WN,STL,LAS,2
4511.0,1010.0,115.0,OO,SLC,GEG,3
5212.0,734.0,100.0,EV,IND,ATL,4
4073.0,1020.0,109.0,9E,FWA,ATL,2
6928.0,986.0,107.0,OO,DEN,FAR,1
510.0,1025.0,80.0,WN,LAS,SLC,2
736.0,700.0,100.0,AA,MCI,DFW,7
7272.0,618.0,77.0,YV,SYR,IAD,1
1053.0,830.0,165.0,AA,ORD,AUS,1
3950.0,550.0,65.0,WN,OAK,BUR,3
3703.0,810.0,96.0,9E,GRR,MSP,4
1587.0,930.0,125.0,WN,BWI,MDW,3
2398.0,430.0,175.0,XE,TUL,EWR,3
2428.0,900.0,60.0,AA,DFW,AUS,5
4441.0,602.0,107.0,OO,SLC,FCA,5
3846.0,1158.0,92.0,9E,ROC,DTW,4
6482.0,915.0,111.0,OH,OMA,CVG,5
2879.0,675.0,60.0,WN,LAX,LAS,7
707.0,1075.0,150.0,US,PHL,ORD,4
1472.0,700.0,125.0,AA,DFW,ATL,1
1072.0,1205.0,180.0,AA,DFW,PHL,3
1522.0,765.0,93.0,US,MEM,CLT,5
274.0,430.0,170.0,WN,ISP,MCO,2
1880.0,810.0,123.0,US,MCO,DCA,4
1389.0,550.0,70.0,WN,PHX,LAS,3
2524.0,1060.0,515.0,DL,HNL,ATL,3
3958.0,420.0,87.0,9E,GRB,DTW,5
390.0,1301.0,52.0,UA,DEN,EGE,1
2048.0,600.0,108.0,DL,DTW,LGA,7
520.0,580.0,37.0,HA,HNL,OGG,5
802.0,865.0,85.0,FL,BOS,BWI,1
848.0,1070.0,130.0,AA,DFW,ATL,2
1819.0,1195.0,314.0,DL,DTW,LAX,3
1208.0,755.0,76.0,US,SAN,PHX,6
829.0,1015.0,65.0,WN,BUR,LAS,2
2827.0,1067.0,43.0,YV,PHX,TUS,6
6583.0,600.0,49.0,OO,COS,DEN,5
7240.0,811.0,77.0,YV,DTW,ORD,5
920.0,740.0,139.0,UA,ORD,BOS,1
200.0,470.0,110.0,AS,PDX,SJC,7
1475.0,700.0,170.0,DL,MSP,ABQ,4
1239.0,925.0,80.0,DL,DTW,MSN,1
1115.0,1042.0,123.0,B6,RIC,MCO,4
2029.0,795.0,189.0,DL,MSP,TPA,1
1411.0,425.0,174.0,FL,CAK,RSW,5
2103.0,575.0,281.0,DL,ATL,LAS,3
3414.0,1165.0,70.0,WN,SNA,PHX,1
1755.0,650.0,311.0,DL,ATL,LAX,4
4223.0,1055.0,58.0,9E,DTW,FWA,1
27.0,1235.0,65.0,WN,BWI,BDL,5
6574.0,1075.0,131.0,OH,JFK,CLE,3
2959.0,945.0,60.0,MQ,SHV,DFW,2
820.0,1255.0,175.0,CO,IAH,PHX,2
6560.0,480.0,123.0,OO,BOI,SFO,5
1827.0,1260.0,75.0,WN,ONT,OAK,2
7016.0,720.0,156.0,OO,HPN,ORD,4
237.0,415.0,353.0,UA,PIT,SFO,4
256.0,765.0,76.0,US,SNA,PHX,6
4227.0,450.0,58.0,9E,FWA,CVG,6
3152.0,1035.0,70.0,WN,BDL,BWI,1
11.0,570.0,108.0,US,ORD,CLT,3
